title_checkouts,id_checkouts,author_checkouts,Title,work_id,best_book_id,author_goodreads,title_goodreads,tier
bird by bird some instructions on writing and life,190841,anne lamott,Bird by Bird: Some Instructions on Writing and Life,841198,12543,anne lamott,bird by bird some instructions on writing and life,exact
bird by bird some instructions on writing and life unabridged unabridged,594599,anne lamott,Bird by Bird: Some Instructions on Writing and Life (unabridged) (Unabridged),841198,12543,anne lamott,bird by bird some instructions on writing and life,wgt_jaccard_0.1
mrs dalloway unabridged,99728,virginia woolf,Mrs. Dalloway (Unabridged),841320,14942,virginia woolf,mrs dalloway,wgt_jaccard_0.2
mrs dalloway,184183,virginia woolf,Mrs. Dalloway / Virginia Woolf ; foreword by Maureen Howard.,841320,14942,virginia woolf,mrs dalloway,exact
the carrot seed,22971,ruth krauss,"The carrot seed / story by Ruth Krauss, pictures by Crockett Johnson [pseudonym]",842871,857418,ruth krauss,the carrot seed,exact
the fire cat,103243,esther averill,The fire cat / story and pictures by Esther Averill.,843040,169427,esther averill,the fire cat,exact
babymouse 4 rock star,43766,jennifer holm l,"Babymouse. [4], Rock star / by Jennifer Holm & Matthew Holm.",843127,476913,jennifer l holm,babymouse rock star,wgt_jaccard_0.25
the tiger rising,32276,kate dicamillo,The tiger rising / Kate DiCamillo.,843214,37187,kate dicamillo,the tiger rising,exact
mouse tales,82214,arnold lobel,Mouse tales / Arnold Lobel.,843303,122352,arnold lobel,mouse tales,exact
mouse,228547,zebo ludvicek,Mouse / Zebo Ludvicek.,843303,122352,arnold lobel,mouse tales,wgt_jaccard_0.5
danny and the dinosaur,166033,syd hoff,Danny and the dinosaur / story and pictures by Syd Hoff.,843487,858037,syd hoff,danny and the dinosaur,exact
boats on the bay,1886593,jeanne harvey walker,Boats on the bay / words by Jeanne Walker Harvey ; pictures by Grady McFerrin.,843940,858498,marjorie flack,boats on the river,wgt_jaccard_0.5
the paper bag princess,57702,robert munsch n,"The paper bag princess / story, Robert N. Munsch ; illustrations, Michael Martchenko.",844184,240130,robert munsch,the paper bag princess,exact
the wheels on the bus,225140,,The wheels on the bus / based on the creation of James Dean.,845184,859744,paul o zelinsky,the wheels on the bus,exact
what do wheels do all day,135910,april prince jones,What do wheels do all day? / April Jones Prince ; illustrated by Giles Laroche.,845191,859751,april jones prince,what do wheels do all day,exact
where s my hero,198080,lisa kleypas,Where's My Hero?,846762,357640,lisa kleypas,where s my hero,exact
an offer from a gentleman bridgerton family series book 3,172708,julia quinn,"An Offer from a Gentleman: Bridgerton Family Series, Book 3",846764,9408584,julia quinn,an offer from a gentleman,wgt_jaccard_0.5
we have always lived in the castle unabridged,21734,shirley jackson,We Have Always Lived in the Castle (Unabridged),847007,89724,shirley jackson,we have always lived in the castle,wgt_jaccard_0.1
we have always lived in the castle,67698,shirley jackson,We have always lived in the castle / Shirley Jackson ; introduction by Jonathan Lethem.,847007,89724,shirley jackson,we have always lived in the castle,exact
we have always lived in the castle penguin classics deluxe edition,223593,shirley jackson,We Have Always Lived in the Castle: Penguin Classics Deluxe Edition,847007,89724,shirley jackson,we have always lived in the castle,wgt_jaccard_0.45
cold comfort farm,36532,,Cold Comfort Farm,847348,92780,stella gibbons,cold comfort farm,exact
cold comfort farm,176411,stella gibbons,Cold Comfort Farm,847348,92780,stella gibbons,cold comfort farm,exact
black is brown is tan,68364,arnold adoff,Black is brown is tan / Arnold Adoff ; pictures by Emily Arnold McCully.,848102,862675,arnold adoff,black is brown is tan,exact
abuela,233762,arthur dorros,Abuela / by Arthur Dorros ; illustrated by Elisa Kleven.,848335,862908,arthur dorros,abuela,exact
the thirteenth tale,163839,diane setterfield,The Thirteenth Tale: A Novel,849453,40440,diane setterfield,the thirteenth tale,exact
the shining,74143,stephen king,The shining / Stephen King,849585,11588,stephen king,the shining,exact
the shining unabridged,234138,stephen king,The Shining (Unabridged),849585,11588,stephen king,the shining,wgt_jaccard_0.3
g del escher bach an eternal golden braid,183891,douglas hofstadter r,"G̦del, Escher, Bach : an eternal golden braid / Douglas R. Hofstadter.",850076,24113,douglas r hofstadter,godel escher bach an eternal golden braid,wgt_jaccard_0.35
the story of paul bunyan,124996,barbara emberley,The story of Paul Bunyan / by Barbara Emberley ; woodcuts by Ed Emberley.,851769,902357,steven kellogg,paul bunyan,wgt_jaccard_0.4
murphy s law,53238,yolanda wallace,Murphy's Law,852119,383512,rhys bowen,murphy s law,exact
murphy s law,217027,lori foster,Murphy's Law,852119,383512,rhys bowen,murphy s law,exact
one morning in maine,177971,robert mccloskey,One morning in Maine / by Robert McCloskey.,852774,29288,robert mccloskey,one morning in maine,exact
garfield large and in charge,79003,jim davis 1945 july 28,Garfield : large & in charge / by Jim Davis.,852816,2409402,jill murphy,mr large in charge,wgt_jaccard_0.5
hush,92856,minfong ho,Hush! : a Thai lullaby / by Minfong Ho ; pictures by Holly Meade.,853067,261912,jacqueline woodson,hush,exact
if you re a monster and you know it,128973,rebecca emberley,If you're a monster and you know it / by Rebecca Emberley and Ed Emberley.,853656,868266,jane cabrera,if you re happy and you know it,wgt_jaccard_0.35
the squeaky door,110730,margaret macdonald read,The squeaky door / retold by Margaret Read MacDonald ; pictures by Mary Newell DePalma.,855384,870012,margaret read macdonald,the squeaky door,exact
room on the broom,211060,julia donaldson,Room on the broom / by Julia Donaldson ; pictures by Axel Scheffler.,856582,177246,julia donaldson,room on the broom,exact
way of the peaceful warrior,104874,dan millman,Way of the Peaceful Warrior: A Book That Changes Lives (unabridged) (Unabridged),856599,2255,dan millman,way of the peaceful warrior,exact
george s secret key to the universe,191030,lucy hawking,"George's secret key to the universe / by Lucy & Stephen Hawking, with Christophe Galfard ; illustrated by Garry Parsons.",857108,1111741,lucy hawking,george s secret key to the universe,exact
river of fire,871193,erin hunter,River of fire / Erin Hunter.,857410,692962,mary jo putney,river of fire,exact
manufacturing consent the political economy of the mass media unabridged unabridged,185300,noam chomsky,Manufacturing Consent: The Political Economy of the Mass Media (unabridged) (Unabridged),857416,12617,noam chomsky,manufacturing consent the political economy of the mass media,wgt_jaccard_0.1
robots,181616,melissa stewart,Robots / Melissa Stewart.,857580,872215,bob staake,hello robots,wgt_jaccard_0.5
robots,762169,nathan lepora,"Robots / author, Nathan Lepora ; consultant, Sethu Vijayakumar.",857580,872215,bob staake,hello robots,wgt_jaccard_0.5
nightfall,19839,till bronner and dieter ilg,Nightfall,858297,99245,isaac asimov,nightfall,exact
nightfall,64549,isaac asimov,Nightfall,858297,99245,isaac asimov,nightfall,exact
nightfall,73835,shannon messenger,Nightfall,858297,99245,isaac asimov,nightfall,exact
nightfall,1586265,jake halpern,Nightfall,858297,99245,isaac asimov,nightfall,exact
the bourne identity bourne series book 1 unabridged unabridged,34903,robert ludlum,"The Bourne Identity: Bourne Series, Book 1 (unabridged) (Unabridged)",859111,7869,robert ludlum,the bourne identity,wgt_jaccard_0.5
bel canto unabridged,7333,ann patchett,Bel Canto (Unabridged),859342,5826,ann patchett,bel canto,wgt_jaccard_0.2
bel canto,76771,ann patchett,Bel Canto,859342,5826,ann patchett,bel canto,exact
well schooled in murder,93507,elizabeth george,Well-schooled in murder / Elizabeth George.,859452,394228,elizabeth george,well schooled in murder,exact
the heart is a lonely hunter,83991,carson mccullers,The heart is a lonely hunter / Carson McCullers.,860196,37380,carson mccullers,the heart is a lonely hunter,exact
one dog canoe,156610,mary casanova,One-dog canoe / by Mary Casanova ; pictures by Ard Hoyt.,860212,874865,mary casanova,one dog canoe,exact
gregor and the prophecy of bane,201199,suzanne collins,Gregor and the Prophecy of Bane / Suzanne Collins.,860408,385742,suzanne collins,gregor and the prophecy of bane,exact
gregor and the curse of the warmbloods,23558,suzanne collins,Gregor and the curse of the warmbloods / Suzanne Collins.,860418,385706,suzanne collins,gregor and the curse of the warmbloods,exact
mister seahorse,51969,eric carle,Mister Seahorse / Eric Carle.,861584,631931,eric carle,mister seahorse,exact
if i were a kangaroo,159092,mylisa larsen,If I were a kangaroo : a bedtime tale / by Mylisa Larsen ; illustrated by Anna Raff.,861689,876349,sarah weeks,if i were a lion,wgt_jaccard_0.45
damage control,101247,robert dugoni,Damage Control,863000,109958,robert dugoni,damage control,exact
damage control,325094,john gilstrap,Damage Control,863000,109958,robert dugoni,damage control,exact
damage control,1567715,kate mcmurray,Damage Control,863000,109958,robert dugoni,damage control,exact
just grace,6942,charise harper mericle,Just Grace / written and illustrated by Charise Mericle Harper.,863571,878243,charise mericle harper,just grace,exact
star pilot,134370,laura buller,Star pilot / written by Laura Buller and Tori Kosara.,863890,878563,laura buller,star pilot dk readers,wgt_jaccard_0.5
dot and jabber and the great acorn mystery,170870,ellen walsh stoll,Dot & Jabber and the great acorn mystery / Ellen Stoll Walsh.,864264,878937,ellen stoll walsh,dot and jabber and the great acorn mystery dot and jabber,wgt_jaccard_0.1
a fine balance,17658,rohinton mistry,A Fine Balance,865827,5211,rohinton mistry,a fine balance,exact
junie b jones and a little monkey business,40974,barbara park,Junie B. Jones and a little monkey business / by Barbara Park ; illustrated by Denise Brunkus.,865981,1167,barbara park,junie b jones and a little monkey business,exact
gravity s rainbow,70668,thomas pynchon,Gravity's Rainbow,866393,415,thomas pynchon,gravity s rainbow,exact
gravity s rainbow unabridged,96279,thomas pynchon,Gravity's Rainbow (Unabridged),866393,415,thomas pynchon,gravity s rainbow,wgt_jaccard_0.2
the twits,159024,roald dahl,The Twits / Roald Dahl ; illustrated by Quentin Blake.,866909,31456,roald dahl,the twits,exact
the collectors,42984,philip pullman,The Collectors: A His Dark Materials Story,867691,15154,david baldacci,the collectors,exact
yo yes,68875,christopher raschka,Yo! Yes? / by Chris Raschka.,868032,286843,julia alvarez,yo,wgt_jaccard_0.5
tacky the penguin,203161,helen lester,Tacky the penguin / Helen Lester ; illustrated by Lynn Munsinger.,868328,883051,helen lester,tacky the penguin,exact
messenger of truth,69863,jacqueline winspear,Messenger of truth / Jacqueline Winspear.,868405,7433,jacqueline winspear,messenger of truth,exact
angelina on stage,29589,katharine holabird,Angelina on stage / story by Katharine Holabird ; illustrations by Helen Craig.,868576,883302,katharine holabird,angelina on stage angelina ballerina,wgt_jaccard_0.3
the westing game,42702,ellen raskin,The Westing Game,869832,902,ellen raskin,the westing game,exact
the westing game unabridged,145699,ellen raskin,The Westing Game (Unabridged),869832,902,ellen raskin,the westing game,wgt_jaccard_0.2
peace is every step the path of mindfulness in everyday life unabridged unabridged,12396,thich nhat hanh,Peace Is Every Step: The Path of Mindfulness in Everyday Life (unabridged) (Unabridged),870836,14572,thich nhat hanh,peace is every step the path of mindfulness in everyday life,wgt_jaccard_0.1
ancient egypt,222484,george hart,Ancient Egypt / written by George Hart.,871239,885976,george hart,ancient egypt,exact
ancient egypt,393552,stephanie drimmer warren,Ancient Egypt / by Stephanie Warren Drimmer.,871239,885976,george hart,ancient egypt,exact
sweet tooth,73564,ian mcewan,Sweet Tooth: A Novel,871626,886364,margie palatini,sweet tooth,exact
desperate measures,2097695,stuart woods,Desperate measures / Stuart Woods.,872195,278312,kate wilhelm,desperate measures,exact
orange pear apple bear,8036,emily gravett,Orange pear apple bear / Emily Gravett.,872801,658592,emily gravett,orange pear apple bear,exact
dhalgren unabridged,113811,samuel r delany,Dhalgren (Unabridged),873021,85867,samuel r delany,dhalgren,wgt_jaccard_0.3
dhalgren,176388,samuel delany r,Dhalgren / Samuel R. Delany ; [foreword by William Gibson].,873021,85867,samuel r delany,dhalgren,exact
interview with the vampire the vampire chronicles book 1,17757,anne rice,"Interview with the Vampire: The Vampire Chronicles, Book 1",873132,43763,anne rice,interview with the vampire,wgt_jaccard_0.4
interview with the vampire the vampire chronicles book 1 unabridged unabridged,231385,anne rice,"Interview with the Vampire: The Vampire Chronicles, Book 1 (unabridged) (Unabridged)",873132,43763,anne rice,interview with the vampire,wgt_jaccard_0.45
telling tales,119325,ann cleeves,Telling tales / Ann Cleeves.,873304,2431705,alan bennett,telling tales,exact
gratitude,62173,oliver sacks,Gratitude,874207,888958,louise l hay,gratitude,exact
gratitude unabridged,132180,oliver sacks,Gratitude (Unabridged),874207,888958,louise l hay,gratitude,wgt_jaccard_0.3
gratitude,379702,wind earth and fire,Gratitude,874207,888958,louise l hay,gratitude,exact
you can heal your life,82273,louise l hay,You Can Heal Your Life,874208,129603,louise l hay,you can heal your life,exact
you can heal your life,95818,louise hay l,You can heal your life / Louise L. Hay.,874208,129603,louise l hay,you can heal your life,exact
you can heal your life,1803246,louise hay,You Can Heal Your Life,874208,129603,louise l hay,you can heal your life,exact
goose goes to school,16959,laura wall,Goose goes to school / by Laura Wall.,874711,889462,angela c santomero,blue goes to school,wgt_jaccard_0.5
daniel goes to school,42386,becky friedman,Daniel goes to school / adapted by Becky Friedman ; based on the screenplay written by Angela C. Santomero ; poses and layouts by Jason Fruchter.,874711,889462,angela c santomero,blue goes to school,wgt_jaccard_0.5
milk goes to school,76662,terry border,Milk goes to school / Terry Border.,874711,889462,angela c santomero,blue goes to school,wgt_jaccard_0.5
